"distrito_id","distrito_nombre","region","nodo","categoria","departamento_id","departamento_nombre","domicilio_municipalidad","cod_postal","tel_cod_area","telefono_1","telefono_","email","web"
"1719","Villa Cañás",5,"Venado Tuerto","Municipalidad","17","General López","Calle 53 Nº 454 ",2607,"3462","450201",450541,"info@muvc.gov.ar","www.muvc.gov.ar"
"1918","Villa Constitución",4,"Rosario","Municipalidad","19","Constitución","San Martín 1218 ","S2919GSS","3400","474435",474608,"intendencia@villaconstitucion.gov.ar","www.villaconstitucion.gov.ar"
"1412","Villa Eloísa",4,"Rosario","Comuna","14","Iriondo","Sarmiento 556 ","S2503BIJ","3471","491054",491600,"villaeloisa.nuestracomuna@gmail.com",
"1608","Villa Gobernador Gálvez",4,"Rosario","Municipalidad","16","Rosario","Ing. Mosconi 1541 ","S2124HOK","341","5185712",4926536,"municipalidadvgg_gobierno@hotmail.com","www.vggmunicipalidad.gov.ar"
"0304","Villa Guillermina",1,"Reconquista","Comuna","03","General Obligado","Menchaca y Rosario ",3589,"3482","475049",475053,"comunavg@ciudad.com.ar",
"0110","Villa Minetti",2,"Rafaela","Comuna","01","Nueve de Julio","9 de Julio 751 ","S3061ACE","3491","496022",496070,"comunavm@norfe.net.ar",
"1515","Villa Mugueta",4,"Rosario","Comuna","15","San Lorenzo","Zona urbana S/N","S2175ASB","3464","497125",,"comunavillamugueta@gmail.com",
"0308","Villa Ocampo",1,"Reconquista","Municipalidad","03","General Obligado","Padre Angel Tibaldo 1578 ","S3580BVT","3482","466300",466398,"municipalidad@vocampo.com.ar","www.municipalidadvo.gov.ar"
"0828","Villa San José",2,"Rafaela","Comuna","08","Castellanos","San Martín 311 ",2301,"341","4901036",,"comunavsanjose@arnet.com.ar",
"0707","Villa Saralegui",2,"Rafaela","Comuna","07","San Cristóbal","Zona urbana S/N","S3046XAF","3400","491831",,"comunadevillasaralegui@sanjustosf.com.ar",
"0714","Villa Trinidad",2,"Rafaela","Comuna","07","San Cristóbal","Falucho 538 ",2345,"3469","490048",,"comunavt@vtcc.com.ar",
"1809","Villada",4,"Rosario","Comuna","18","Caseros","Belgrano 647 ",2173,"3465","491014",491030,"comunadevillada@knett.com.ar",
"0801","Virginia",2,"Rafaela","Comuna","08","Castellanos","Valentina Maldonado y Av. San Martín ","S2311XAD","3402","492424",,"comunadevirginia@gmail.com",
"1722","Wheelwright",5,"Venado Tuerto","Comuna","17","General López","Rivadavia 339 ",2722,"2473","481016",481014,"comunawheel@wiscom.com.ar",
"1605","Zavalla",4,"Rosario","Comuna","16","Rosario","Sarmiento 3385 ","S2125BAK","341","4970144",4970038,"comunadezavalla@arnet.com.ar",
"0840","Zenón Pereyra",2,"Rafaela","Comuna","08","Castellanos","R. Rodolfo Prigioni 701 ",2409,"3564","492213",492253,"nuevacomunadezenonpereyra@hotmail.com",
